err_2d_0,err_2d_1,err_2d_2,err_2d_3,err_2d_4,err_2d_5,err_3d_0,err_3d_1,err_3d_2,err_3d_3,err_3d_4,err_3d_5,err_x_0,err_x_1,err_x_2,err_x_3,err_x_4,err_x_5,err_y_0,err_y_1,err_y_2,err_y_3,err_y_4,err_y_5,err_z_0,err_z_1,err_z_2,err_z_3,err_z_4,err_z_5,gain_2d_0,gain_2d_1,gain_2d_2,gain_2d_3,gain_2d_4,gain_2d_5,gain_3d_0,gain_3d_1,gain_3d_2,gain_3d_3,gain_3d_4,gain_3d_5,noise_sigma,outlier
3.7235992,2.0660498,1.4018899,1.2480782,1.2167636,1.208636,0.022417007,0.012480082,0.008473886,0.0076443264,0.007458416,0.0073952503,0.0074273827,0.0042338246,0.0030399207,0.002721466,0.002661537,0.0026415698,0.008390013,0.004724177,0.0030677496,0.002741292,0.0026844183,0.0026741857,0.016326524,0.008996199,0.0061005205,0.0055255755,0.005382287,0.0053282096,195.04241810236923,196.69996757665328,197.36412756609224,197.5179391132673,197.5492537402814,197.55738150567615,0.8401007495967724,0.8500376737950656,0.8540438691537647,0.8548734294021497,0.8550593403075991,0.8551225060156948,0.024,0.3
3.725078,2.0357618,1.3718208,1.2256483,1.1884722,1.1797869,0.022246629,0.01222856,0.008399418,0.0075757788,0.0073419656,0.0072749155,0.007483071,0.0041573974,0.0029638116,0.0026742693,0.0026139647,0.0025930621,0.00834165,0.004658031,0.0030334904,0.0026961856,0.002613577,0.0026041497,0.016151143,0.008780388,0.00606881,0.0055068685,0.00532255,0.005268728,195.10649134090886,196.79580758622632,197.4597486911078,197.6059211668034,197.64309720780298,197.65178265685188,0.840213757768631,0.8502318275042428,0.8540609686714681,0.8548846081668828,0.8551184215186015,0.8551854717497566,0.026000000000000002,0.3
3.6861246,2.007612,1.3450972,1.2161953,1.1841475,1.1755391,0.022074088,0.012143661,0.008398313,0.0075982492,0.0073826057,0.0073172753,0.0073724394,0.004111775,0.0029317127,0.0026693707,0.002622171,0.00260073,0.0083279675,0.0045865946,0.0029407446,0.002645299,0.002577332,0.0025629685,0.015996624,0.008775383,0.0061639585,0.005577091,0.005397856,0.0053355987,195.1226556128696,196.8011679977313,197.46368281651144,197.59258470436413,197.6246325571895,197.63324086480443,0.8404317487234253,0.8503621759518168,0.8541075241619142,0.8549075880559862,0.8551232319770966,0.8551885625563914,0.028,0.3
3.70696,2.0321786,1.3761994,1.2296802,1.1861082,1.1843218,0.022454206,0.012298986,0.008515278,0.0076946556,0.007413907,0.0073410296,0.007372103,0.004141775,0.0029701286,0.0026763217,0.0025977492,0.0025855745,0.00841197,0.004652609,0.003018995,0.002704861,0.0026193552,0.002616159,0.016406352,0.008883159,0.006226286,0.0056456327,0.005416791,0.0053367587,195.1312683346782,196.80604945660272,197.462028819694,197.6085479200844,197.6521198672492,197.65390624809154,0.8400348101416913,0.8501900292533993,0.8539737381300967,0.8547943609213127,0.8550751090840514,0.8551479865421735,0.03,0.3
3.6893926,2.0327044,1.3563621,1.2202239,1.1810796,1.1724949,0.02213139,0.0121783195,0.008350396,0.007548089,0.0072870017,0.007222725,0.007371711,0.0041716355,0.0029492916,0.0026727405,0.0025841312,0.0025680251,0.0083469795,0.004698149,0.002980604,0.00269066,0.0026212116,0.0026028394,0.01604866,0.008706315,0.0060638124,0.0054698596,0.005263673,0.005209483,195.25470224386922,196.91139025442772,197.58773253448777,197.7238708199235,197.76301495808832,197.77159973928056,0.8403916431623941,0.8503447151559951,0.8541726394213467,0.8549749453809775,0.8552360326805931,0.8553003094212466,0.032,0.3
3.6693604,1.994211,1.3790514,1.2297282,1.2045087,1.1965352,0.02201866,0.012034069,0.008483593,0.0076516466,0.007445298,0.0073761684,0.0072936895,0.0040402007,0.0029840993,0.002670677,0.0026222626,0.00260728,0.008325736,0.0045981472,0.0030220542,0.002715805,0.002668229,0.0026514782,0.01597725,0.008655835,0.0061618662,0.0055990973,0.0054072766,0.005348645,195.19407684192382,196.86922615778766,197.48438577459328,197.63370901819638,197.658928520787,197.66690195928834,0.8405112881467584,0.850495878907016,0.8540463554208771,0.8548783018013135,0.8550846506517054,0.8551537799958395,0.034,0.3
3.7451665,2.0162704,1.3655671,1.2244446,1.1964338,1.1899413,0.02221478,0.012087307,0.008348429,0.0075411415,0.0073600067,0.0072881747,0.0074128592,0.0040684594,0.002960914,0.002675644,0.002613977,0.002596193,0.008485361,0.0046523083,0.0030117698,0.0026940946,0.0026424201,0.0026322673,0.016023647,0.008686025,0.0060471524,0.005473593,0.0053380635,0.0052708923,195.02585939056073,196.75475551294184,197.40545882388597,197.54658144997452,197.57459208070878,197.581084603172,0.8402542129364861,0.850381684663514,0.8541205626573478,0.8549278498903563,0.8551089850015537,0.8551808164809312,0.036000000000000004,0.3
3.7544146,2.023099,1.3793244,1.2386404,1.205381,1.1993345,0.022154462,0.012233349,0.008534399,0.0077128895,0.0075306976,0.0074561005,0.0074912375,0.0041414043,0.0030051232,0.0027183727,0.0026482248,0.0026344343,0.008496435,0.0046092565,0.0029944323,0.002682122,0.0026142716,0.0026086292,0.01591239,0.008829344,0.0062308577,0.005645315,0.0055203894,0.0054485495,195.05749194783678,196.78880770563293,197.4325822252627,197.57326621816267,197.60652560405393,197.61257205592054,0.8403019981612382,0.8502231111915247,0.8539220606294624,0.8547435702217557,0.8549257623447851,0.8550003596694954,0.038,0.3
3.6936104,2.0151544,1.3618778,1.2235049,1.1892419,1.1850072,0.022041585,0.012189593,0.0084359,0.007637622,0.0074223806,0.0073604384,0.007277882,0.004081915,0.0029224455,0.0026493783,0.0025830977,0.0025756704,0.008453206,0.0046516345,0.00301712,0.002708077,0.0026368995,0.0026223692,0.015940841,0.008800156,0.006160922,0.0055951565,0.0054250527,0.005360712,195.04577012665405,196.72422581630778,197.3775023942424,197.51587539048327,197.55013825682386,197.55437314110827,0.8404547694523213,0.8503067617816129,0.8540604542750958,0.8548587339478987,0.8550739748957427,0.855135917485503,0.04,0.3
3.7308812,2.0459454,1.3612069,1.2258506,1.1921756,1.1866949,0.02229862,0.012324757,0.008353241,0.007545864,0.007322463,0.007266986,0.007434743,0.00416281,0.0029251634,0.0026693116,0.0026064361,0.0025920602,0.008453608,0.0046700477,0.0030052324,0.002707448,0.0026405272,0.0026303453,0.01613021,0.008877527,0.0060724453,0.005476966,0.0052929837,0.0052433987,195.21174990083702,196.89668570505506,197.5814242042718,197.71678053552338,197.75045537341066,197.755936278489,0.8402014303661082,0.8501752917244695,0.8541468066733461,0.854954183599296,0.855177584491753,0.8552330614186022,0.042,0.3
3.7388027,2.016451,1.379002,1.2370337,1.1989846,1.1932629,0.022297336,0.012094476,0.008375937,0.0075592375,0.007345703,0.0072789346,0.0075055407,0.004136522,0.0029799496,0.0027079857,0.0026438902,0.002630118,0.008413149,0.0045977,0.0030207336,0.0027122807,0.002632678,0.0026234286,0.016114483,0.0086787315,0.0060412707,0.005456718,0.0053019417,0.0052343626,195.1424030204654,196.8647549348116,197.50220370806156,197.64417200730145,197.68222120388,197.68794282987864,0.840187444349398,0.8503903027875312,0.8541088427517061,0.8549255429245495,0.855139077691183,0.8552058463915564,0.044,0.3
3.7848208,2.0653062,1.3711044,1.223136,1.1913106,1.1871183,0.022393255,0.012261951,0.008377075,0.0075344667,0.0073170625,0.0072329533,0.0075828373,0.004282954,0.0030009693,0.0026948827,0.0026194903,0.0026134865,0.008557532,0.0047166403,0.0029971628,0.0026773892,0.0026141705,0.0026050953,0.016054891,0.008703323,0.0060580242,0.0054600965,0.0052893325,0.0051969914,194.82427963974322,196.54379422744358,197.23799588929856,197.3859641983732,197.41778961282964,197.42198196685308,0.8400480701737474,0.8501793740233775,0.8540642498682505,0.8549068593579946,0.8551242632486178,0.8552083721730528,0.046,0.3
3.6728432,2.0218031,1.3570039,1.2279468,1.1954399,1.1908965,0.022065576,0.012122547,0.00840512,0.0076796208,0.007436328,0.0073499545,0.00732635,0.004197997,0.0029323772,0.0026854046,0.0026307856,0.0026185417,0.008292427,0.0045845266,0.0029924593,0.0026928196,0.0026159082,0.0026105756,0.016056918,0.008668217,0.006122609,0.005610275,0.0054127234,0.005319642,195.181053427329,196.83209363218182,197.4968929157161,197.62595003793174,197.65845668945246,197.66300026363663,0.8404301854116719,0.8503732147268246,0.854090641863725,0.8548161419159959,0.8550594341599143,0.8551458074183546,0.048,0.3
3.7351182,2.015292,1.3704273,1.2193862,1.2034069,1.19776,0.022000706,0.012021498,0.008284406,0.007477242,0.007306738,0.007237751,0.007512555,0.00412388,0.0029463002,0.0026587336,0.0026194453,0.0026036392,0.008386852,0.004605545,0.0030247637,0.0026950373,0.0026697363,0.0026604673,0.015788509,0.008591822,0.005956436,0.005405568,0.005242848,0.0051768883,195.03599546959592,196.75582170740856,197.40068636767163,197.55172730359774,197.56770659713044,197.5733535485078,0.8404615723447889,0.8504407789411736,0.8541778712545885,0.8549850348332796,0.8551555384193155,0.8552245255498813,0.05,0.3
3.671582,2.0006387,1.3698175,1.2298174,1.1963072,1.190059,0.02226183,0.012010154,0.008305667,0.0075386637,0.0072951633,0.0072429557,0.007342642,0.004109139,0.0029381872,0.0026801652,0.0026011153,0.002584105,0.008268056,0.004577069,0.0030215185,0.0027099778,0.0026633497,0.0026566386,0.016285324,0.008633623,0.0059961965,0.005456193,0.005246556,0.0052026464,195.1119600732465,196.782903386413,197.41372455259307,197.5537247754921,197.5872349412282,197.59348297135054,0.840179683118573,0.8504313590597977,0.8541358475625549,0.8549028506573324,0.8551463507618556,0.8551985584650921,0.052000000000000005,0.3
3.73398,2.0140088,1.374371,1.2335422,1.2031498,1.1988447,0.021885343,0.01211436,0.008458644,0.0076104756,0.007360155,0.007290009,0.00745529,0.0041298056,0.0029975676,0.0027069903,0.002650557,0.0026381204,0.008455635,0.00460702,0.0030088301,0.0027038865,0.0026418613,0.0026372862,0.015646826,0.008691522,0.0061418465,0.0055318116,0.0053078947,0.0052357293,195.01318829922866,196.73315960173798,197.37279708613943,197.51362597000343,197.5440184351702,197.5483235490818,0.8406407553306228,0.8504117386377795,0.8540674547878473,0.8549156229092943,0.855165943629577,0.855236089702,0.054,0.3
3.711891,2.0118072,1.3763759,1.2343587,1.2027923,1.2017347,0.022088379,0.012148699,0.008424955,0.007636286,0.0074288137,0.0073781004,0.0073797703,0.004097867,0.0029910225,0.0027325987,0.0026710965,0.0026648939,0.008387598,0.0046182517,0.0030282177,0.002709233,0.0026400543,0.0026350727,0.015917886,0.008759377,0.0060894936,0.005547883,0.005379656,0.0053220713,195.01507313796307,196.7151568621936,197.35058820333506,197.49260546535427,197.52417181578454,197.52522948849375,0.8403719503665081,0.8503116308646015,0.8540353732669348,0.854824043401258,0.8550315150627605,0.8550822286067735,0.056,0.3
3.7639327,2.0241628,1.3764294,1.2351147,1.2053584,1.1969994,0.022452813,0.012285029,0.008446595,0.007652462,0.0074458425,0.007355169,0.0075451066,0.00412268,0.0029778723,0.002689167,0.0026278284,0.0026186719,0.00846179,0.0046404363,0.0030284983,0.0027237816,0.0026739598,0.0026571522,0.016241709,0.008890976,0.006134322,0.0055723344,0.0054037953,0.0053162356,195.08146358773976,196.8212335798231,197.4689670445409,197.61028174610553,197.64003806513665,197.64839711324987,0.8400738244457466,0.8502416101748536,0.8540800441068718,0.8548741757810062,0.8550807958048249,0.8551714690511876,0.058,0.3
3.7369936,2.0465991,1.3902913,1.242116,1.2168893,1.2091705,0.02220825,0.012199586,0.008364542,0.007565109,0.007375646,0.007287027,0.007487359,0.00414489,0.0030007723,0.002707946,0.0026553816,0.0026364427,0.008420391,0.0047051427,0.0030461438,0.0027286764,0.0026745605,0.0026642897,0.016042586,0.008737062,0.006008024,0.0054536466,0.0052949917,0.0052086944,195.0435531034536,196.73394769216247,197.3902555325321,197.5384309126205,197.56365761836537,197.57137641026742,0.8402692358414039,0.8502779006172183,0.854112943837126,0.8549123771403662,0.8551018403393952,0.8551904596807414,0.06,0.3
