err_2d_0,err_2d_1,err_2d_2,err_2d_3,err_2d_4,err_2d_5,err_3d_0,err_3d_1,err_3d_2,err_3d_3,err_3d_4,err_3d_5,err_x_0,err_x_1,err_x_2,err_x_3,err_x_4,err_x_5,err_y_0,err_y_1,err_y_2,err_y_3,err_y_4,err_y_5,err_z_0,err_z_1,err_z_2,err_z_3,err_z_4,err_z_5,gain_2d_0,gain_2d_1,gain_2d_2,gain_2d_3,gain_2d_4,gain_2d_5,gain_3d_0,gain_3d_1,gain_3d_2,gain_3d_3,gain_3d_4,gain_3d_5,noise_sigma,outlier
2.4809263,1.3154253,0.7463976,0.60060495,0.56223613,0.5499071,0.015928375,0.008611154,0.005012051,0.0042631626,0.00408134,0.003985055,0.004559576,0.0024846084,0.0015820388,0.0012801982,0.0012123493,0.001198515,0.005608372,0.0030529508,0.0016071204,0.0012982201,0.0012172096,0.0011937293,0.012287663,0.0065649007,0.0038629407,0.0033697158,0.003251707,0.0031599544,196.38003401366103,197.5455350849651,198.1145627018273,198.26035531183558,198.29872419326608,198.31105321244377,0.8465705124541621,0.8538877322161773,0.8574868348064103,0.8582357232350826,0.8584175462475598,0.8585138309298257,0.042,0.1
2.4861226,1.2983198,0.75554246,0.6040084,0.5620997,0.5495487,0.016091378,0.008570282,0.0050789965,0.0042810575,0.00406128,0.0039603324,0.0046000946,0.0024839917,0.0016004427,0.0012910443,0.0012100446,0.0011903007,0.005590913,0.0029959988,0.0016165001,0.0013012433,0.0012154245,0.0011883569,0.012450297,0.006568109,0.0039226376,0.0033813042,0.0032283855,0.0031426302,196.38495214364409,197.57275472399326,198.11553200097487,198.26706616915868,198.30897482586386,198.32152584043624,0.8463757787538114,0.8538968756408785,0.8573881611618626,0.8581861011167702,0.8584058783805147,0.858506825957017,0.044,0.1
2.4879618,1.3027489,0.75386155,0.6052074,0.5666002,0.55411035,0.016033256,0.008581627,0.00510451,0.0043555484,0.0041182763,0.0040449793,0.004598466,0.0024916676,0.001608275,0.0013003354,0.0012299657,0.0012032805,0.005570848,0.0029815694,0.0016054534,0.0012929103,0.0012140591,0.0011946941,0.0123880645,0.006566905,0.003950108,0.0034550012,0.00327139,0.0032151996,196.38695108383033,197.5721639207888,198.12105121528987,198.2697053725447,198.3083125491205,198.32080238896492,0.8464391139545053,0.8538907441704225,0.8573678607496125,0.8581168227886385,0.8583540947655139,0.8584273915981332,0.046,0.1
2.447524,1.2994123,0.7400116,0.5943425,0.558629,0.54886985,0.015889717,0.008558608,0.004991645,0.0042781364,0.0040777167,0.00399407,0.0045426968,0.0024702481,0.0015684139,0.0012717984,0.0012094958,0.00119333,0.0054972395,0.0030017118,0.0015925424,0.0012881379,0.0012084406,0.0011939959,0.012302615,0.0065427865,0.0038611225,0.0033918577,0.0032478306,0.0031767301,196.2662315643426,197.41434343334996,197.97374404691868,198.11941309938913,198.15512666870615,198.16488575219697,0.8466156917295282,0.853946800652249,0.8575137644233743,0.858227273291295,0.8584276922295082,0.8585113391510947,0.048,0.1
2.470096,1.2914909,0.7625699,0.60188955,0.5674143,0.5560471,0.015985746,0.008569212,0.0050797854,0.004286372,0.0040726876,0.00399942,0.0045379093,0.00242901,0.0015938369,0.0012775207,0.0012168918,0.0012029946,0.0055103,0.0029728655,0.0016406556,0.0013051978,0.0012306483,0.0012103587,0.012394789,0.006582497,0.0039121835,0.0033891706,0.0032191104,0.0031600427,196.4535778608807,197.63218336595227,198.16110430606832,198.32178472582257,198.3562598989085,198.36762712754316,0.8464948707223076,0.8539114052321084,0.8574008324896996,0.8581942454871161,0.8584079299304131,0.858481197204833,0.05,0.1
2.4765258,1.3009388,0.7518533,0.6015443,0.56411415,0.5523485,0.01605216,0.008657652,0.005086323,0.00433765,0.004115602,0.0040237512,0.0045791967,0.0024621019,0.0016136658,0.0012885843,0.0012190859,0.0011952497,0.005548896,0.0029981318,0.0015934531,0.0012832369,0.0012129192,0.0011937573,0.012486245,0.006677893,0.003936701,0.0034554657,0.0032821205,0.003199818,196.28443324164067,197.46002011684095,198.00910575498034,198.15941472972696,198.1968448906741,198.2086104567512,0.8464537523617646,0.853848260511938,0.85741958964887,0.8581682622405961,0.8583903103988878,0.8584821614995044,0.052000000000000005,0.1
2.4768267,1.3073945,0.75147676,0.5977759,0.55957705,0.54996306,0.015980894,0.0086669065,0.0050614765,0.0043336917,0.004095495,0.004032829,0.0045458274,0.0024689732,0.0015920622,0.0012728908,0.0012129622,0.0011945023,0.0055832486,0.0030008527,0.0016148548,0.0012914214,0.0012098717,0.001191385,0.012363164,0.0066694515,0.0039016963,0.0034570852,0.0032730163,0.0032234446,196.34583539710127,197.51526748973814,198.07118527177659,198.22488612398814,198.26308499049333,198.2726989110255,0.8465020880531142,0.8538160757345817,0.8574215050954286,0.8581492909299182,0.8583874867966138,0.8584501534526848,0.054,0.1
2.4762764,1.3009497,0.7523716,0.5973919,0.55667007,0.54468936,0.01581112,0.008546425,0.005046716,0.0042865262,0.004062632,0.003985108,0.00459644,0.0024707364,0.0015965464,0.0012760434,0.0012075828,0.0011902857,0.0055577396,0.0030006694,0.0016066389,0.0012844767,0.0012007662,0.001180652,0.012179937,0.006539651,0.003879024,0.0033886537,0.003235703,0.0031701303,196.40469365254404,197.58002031262583,198.12859848088763,198.2835781387723,198.324299964141,198.33628070602558,0.8466910619370603,0.8539557570621102,0.8574554659392736,0.8582156556080293,0.858439549546237,0.8585170739954767,0.056,0.1
2.440904,1.2988267,0.74229026,0.6007846,0.56309193,0.5508572,0.0156856,0.008547033,0.0050325277,0.0043144985,0.004088182,0.0040000738,0.00449175,0.0024611435,0.0015759652,0.001288646,0.0012219737,0.0012011685,0.005499811,0.0029846758,0.0015930586,0.0012977951,0.0012195881,0.0011963528,0.012097007,0.0065462696,0.0038978693,0.0034231301,0.00324528,0.003172056,196.4290828216485,197.57115997057775,198.1276962748877,198.2692019700333,198.3068946815263,198.3191294306218,0.8468033089098976,0.853941874435834,0.8574563800739639,0.8581744090643847,0.8584007257321723,0.8584888338163805,0.058,0.1
2.482772,1.298108,0.74085695,0.59509224,0.5580712,0.5463499,0.015846455,0.008544462,0.0050207805,0.00429635,0.004061818,0.003959167,0.004580712,0.0024493514,0.0015674377,0.0012584127,0.0011940207,0.0011726916,0.005574772,0.0029940347,0.0015904555,0.0012886303,0.001210018,0.001191245,0.012165066,0.006524522,0.003887554,0.0034137461,0.0032358565,0.0031497173,196.1150047574438,197.2996688552223,197.856920108708,198.00268474201337,198.03970581746324,198.0514271412812,0.8466750165933388,0.8539770088478742,0.8575006897852925,0.8582251204414695,0.858459652349882,0.8585623036778468,0.06,0.1
3.7143047,2.0127664,1.3615178,1.2358186,1.2075872,1.2041228,0.022240715,0.012086781,0.008332107,0.0076732216,0.0074669933,0.0074050855,0.007400829,0.004085342,0.0029467298,0.002694975,0.0026373384,0.0026218973,0.00839195,0.004642593,0.0030202025,0.0027301426,0.0026771124,0.0026729966,0.016113536,0.008669536,0.0060258424,0.005596356,0.0054241363,0.0053582145,195.0586021783824,196.76014054943872,197.4113890758778,197.53708831766497,197.56531960623218,197.56878405753773,0.8402787147608426,0.8504326485385493,0.8541873214301261,0.8548462078300029,0.8550524363985708,0.8551143440876579,0.0,0.3
3.6731339,1.9884744,1.365612,1.2267488,1.1972406,1.1894627,0.022113299,0.012055879,0.00832403,0.0075253034,0.0073388033,0.007281995,0.007404459,0.0041010706,0.0029567098,0.002686571,0.002621295,0.0025999546,0.0082421135,0.004534353,0.0030021362,0.002692435,0.002635654,0.0026223576,0.016091015,0.008700053,0.0060051107,0.0054289377,0.005291233,0.005249671,195.1119297009317,196.79658895341137,197.41945112455468,197.55831439757924,197.58782264415007,197.5956006300954,0.8403743541867702,0.8504317733130415,0.8541636222260536,0.8549623489187911,0.8551488485072737,0.8552056571116669,0.002,0.3
3.6948,2.0305412,1.3633577,1.2348415,1.1987437,1.195276,0.021998407,0.012169927,0.00828949,0.007534361,0.007330906,0.007269347,0.0073985937,0.0041260156,0.002978972,0.0027149238,0.0026344915,0.0026322054,0.008346156,0.0046817656,0.0029818013,0.0027009957,0.002630668,0.0026212449,0.015857125,0.008721249,0.0059826346,0.0054360786,0.0052922675,0.0052238684,195.06769015778343,196.73194865505138,197.39913212412335,197.52764845282326,197.56374625242242,197.56721385336408,0.840445622979958,0.8502741025525066,0.8541545414868197,0.8549096697096283,0.8551131247138292,0.8551746837119026,0.004,0.3
3.7421305,2.0262215,1.3734504,1.2377105,1.2064931,1.1998383,0.022233864,0.012139522,0.008285835,0.00743986,0.007260636,0.007181628,0.007462051,0.0041456553,0.0029747519,0.0026954196,0.002637371,0.0026144886,0.008467587,0.0046554785,0.0030214272,0.0027386097,0.0026762413,0.0026686578,0.016019516,0.008692947,0.0059390897,0.0053000003,0.005171399,0.005091691,195.01177171472077,196.7276807974762,197.38045193890844,197.51619183953468,197.5474090625233,197.55406399552885,0.8402280286249959,0.8503223694588312,0.8541760561441849,0.8550220306599301,0.8552012550539592,0.8552802628957804,0.006,0.3
3.7354853,2.0042195,1.3685585,1.2273278,1.1935265,1.1894836,0.02225637,0.012128586,0.008464538,0.0076482343,0.00744395,0.007382583,0.0075143357,0.004073685,0.0029542071,0.002662959,0.002588343,0.0025694924,0.008452403,0.0046250937,0.0030254484,0.002714198,0.0026464884,0.0026452583,0.016047146,0.008752575,0.0061863796,0.005618086,0.005465913,0.0054003075,195.00038787199836,196.73165367912034,197.36731473975163,197.5085453902809,197.54234671917837,197.5463895810945,0.8402070896829507,0.8503348741272609,0.8539989217871014,0.8548152256037835,0.8550195099248347,0.8550808773245924,0.008,0.3
3.7017245,2.0159788,1.354968,1.2189507,1.1907518,1.1838863,0.022077316,0.011996259,0.008224514,0.0074129775,0.007216257,0.0071562007,0.007439243,0.0041136285,0.0029348794,0.0026580424,0.0026027183,0.0025857931,0.008405398,0.004661125,0.0029976007,0.002698856,0.0026382485,0.002623579,0.015924236,0.008541118,0.005917493,0.005328515,0.005170919,0.0051177703,194.98281636386406,196.66856204309354,197.32957295846984,197.46559002381608,197.49378901344582,197.5006547032301,0.8404485741748471,0.8505296327007349,0.8543013767559426,0.8551129131266029,0.8553096339418665,0.8553696903748318,0.01,0.3
3.7179682,2.0330098,1.3762251,1.2288247,1.2075554,1.1983157,0.022398857,0.012264583,0.008351237,0.0075340196,0.0073503,0.0072747944,0.0074065765,0.0041573974,0.0029791354,0.0026946026,0.0026563935,0.0026415812,0.008442275,0.0046893684,0.003006834,0.002687293,0.002633205,0.0026153985,0.016270667,0.008837065,0.0060316348,0.0054637003,0.0052981926,0.0052305623,194.9387213328944,196.62367974347785,197.28046435354068,197.4278646654801,197.44913405207708,197.4583737259449,0.8400322948912176,0.8501665672983176,0.8540799138811667,0.8548971311069576,0.8550808509284648,0.8551563557810983,0.012,0.3
3.7638946,2.0060868,1.3456576,1.2185622,1.1884148,1.1788062,0.022303833,0.012110342,0.008289243,0.007527619,0.0073176096,0.0072561256,0.007497441,0.004059841,0.0029057849,0.0026512113,0.0025900817,0.002575886,0.008483845,0.00462408,0.002968502,0.0026799531,0.0026218442,0.0025974598,0.016108338,0.008734447,0.0060209483,0.0054639834,0.0052923746,0.0052494067,195.13797070297235,196.8957780579441,197.55620746749275,197.6833027520963,197.71345031531536,197.72305895005547,0.8401616563890045,0.8503551467931163,0.8541762455006744,0.8549378690277725,0.8551478786283904,0.855209363363733,0.014,0.3
3.7109506,2.0141222,1.3633016,1.2339301,1.2047768,1.1993413,0.022251766,0.012229584,0.00839341,0.007600457,0.007406232,0.007328025,0.0073609306,0.004107047,0.0029772103,0.002715147,0.0026522956,0.0026395025,0.008478519,0.0046501667,0.0029944878,0.002704448,0.0026456462,0.0026341449,0.016147526,0.00882167,0.006075752,0.005503889,0.00535212,0.005274601,195.13116118693375,196.8279895609992,197.47881006696844,197.60818173145526,197.63733502878273,197.64277038656198,0.840260664837105,0.8502828480433867,0.8541190227411183,0.8549119752104938,0.8551061999966818,0.8551844067429387,0.016,0.3
3.7195942,2.046449,1.3914968,1.2530117,1.2237793,1.2143081,0.022522435,0.012403067,0.00857209,0.0077719744,0.0075609293,0.0074664345,0.0073968186,0.0042467075,0.0030485964,0.0027616848,0.0026996704,0.0026745694,0.008491489,0.0046362784,0.0030140458,0.0027128973,0.0026626445,0.0026480097,0.016401604,0.008941145,0.0062349453,0.00566665,0.0054940223,0.0054081623,194.9336648961776,196.60681021721894,197.261762363235,197.4002475339868,197.42947994103517,197.43895100594546,0.8399640754133815,0.8500834423246796,0.8539144201342951,0.8547145353083269,0.8549255806239324,0.8550200753446205,0.018000000000000002,0.3
3.6869798,2.0066884,1.3627539,1.221905,1.2016486,1.1892143,0.02213166,0.012045797,0.0084386505,0.007597167,0.00738027,0.007279658,0.007396439,0.004094032,0.0029401644,0.002668929,0.0026229694,0.0026004405,0.008306047,0.0045824763,0.0029908281,0.002675891,0.002633869,0.0026083603,0.016091282,0.0086606005,0.0061727697,0.00555301,0.0053551267,0.0052654506,195.0154323970122,196.69572380558083,197.33965826247314,197.4805071952162,197.50076366443238,197.51319781386533,0.8403495223432459,0.8504353834607086,0.8540425303218566,0.8548840128356445,0.8551009099764254,0.8552015215337946,0.02,0.3
3.7489874,2.0355968,1.3529364,1.2193226,1.191612,1.1873782,0.022529012,0.012256331,0.008320845,0.007557666,0.0073308363,0.007282591,0.0074741906,0.0041804058,0.0029428927,0.0026632638,0.002617195,0.0026030198,0.0084981015,0.00466631,0.0029849587,0.0026960606,0.0026349768,0.0026275455,0.016375756,0.008806831,0.006041841,0.005501892,0.0053018727,0.0052616093,194.94068078645412,196.65407146488968,197.33673193662707,197.4703458532626,197.49805633835587,197.50229020220135,0.8399651529889613,0.8502378353113834,0.8541733204637364,0.8549364997527389,0.8551633291395208,0.8552115746734141,0.022,0.3
